,state,county,N
2356,South Carolina,Saluda,20228
2357,South Carolina,Spartanburg,297732
2358,South Carolina,Sumter,107379
2359,South Carolina,Union,27772
2360,South Carolina,Williamsburg,32256
2361,South Carolina,York,251664
2362,South Dakota,Aurora,2739
2363,South Dakota,Beadle,18163
2364,South Dakota,Bennett,3440
2365,South Dakota,Bon Homme,6972
2366,South Dakota,Brookings,33697
2367,South Dakota,Brown,38637
2368,South Dakota,Brule,5280
2369,South Dakota,Buffalo,2048
2370,South Dakota,Butte,10194
2371,South Dakota,Campbell,1443
2372,South Dakota,Charles Mix,9319
2373,South Dakota,Clark,3642
2374,South Dakota,Clay,13907
2375,South Dakota,Codington,27963
2376,South Dakota,Corson,4177
2377,South Dakota,Custer,8519
2378,South Dakota,Davison,19753
2379,South Dakota,Day,5524
2380,South Dakota,Deuel,4282
2381,South Dakota,Dewey,5709
2382,South Dakota,Douglas,2940
2383,South Dakota,Edmunds,3971
2384,South Dakota,Fall River,6783
2385,South Dakota,Faulk,2327
2386,South Dakota,Grant,7133
2387,South Dakota,Gregory,4209
2388,South Dakota,Haakon,2084
2389,South Dakota,Hamlin,5911
2390,South Dakota,Hand,3303
2391,South Dakota,Hanson,3404
2392,South Dakota,Harding,1281
2393,South Dakota,Hughes,17572
2394,South Dakota,Hutchinson,7277
2395,South Dakota,Hyde,1373
2396,South Dakota,Jackson,3275
2397,South Dakota,Jerauld,2034
2398,South Dakota,Jones,740
2399,South Dakota,Kingsbury,5000
2400,South Dakota,Lake,12350
2401,South Dakota,Lawrence,25018
2402,South Dakota,Lincoln,53147
2403,South Dakota,Lyman,3882
2404,South Dakota,McCook,5515
2405,South Dakota,McPherson,2366
2406,South Dakota,Marshall,4759
2407,South Dakota,Meade,27066
2408,South Dakota,Mellette,2062
2409,South Dakota,Miner,2255
2410,South Dakota,Minnehaha,183660
2411,South Dakota,Moody,6496
2412,South Dakota,Oglala Lakota,14291
2413,South Dakota,Pennington,108126
2414,South Dakota,Perkins,2964
2415,South Dakota,Potter,2318
2416,South Dakota,Roberts,10250
2417,South Dakota,Sanborn,2366
2418,South Dakota,Spink,6478
2419,South Dakota,Stanley,2994
2420,South Dakota,Sully,1390
2421,South Dakota,Todd,10016
2422,South Dakota,Tripp,5480
2423,South Dakota,Turner,8242
2424,South Dakota,Union,14929
2425,South Dakota,Walworth,5502
2426,South Dakota,Yankton,22660
2427,South Dakota,Ziebach,2837
2428,Tennessee,Anderson,75538
2429,Tennessee,Bedford,46854
2430,Tennessee,Benton,16154
2431,Tennessee,Bledsoe,14413
2432,Tennessee,Blount,127135
2433,Tennessee,Bradley,103666
2434,Tennessee,Campbell,39824
2435,Tennessee,Cannon,13839
2436,Tennessee,Carroll,28137
2437,Tennessee,Carter,56500
2438,Tennessee,Cheatham,39713
2439,Tennessee,Chester,17097
2440,Tennessee,Claiborne,31566
2441,Tennessee,Clay,7684
2442,Tennessee,Cocke,35262
2443,Tennessee,Coffee,54074
2444,Tennessee,Crockett,14554
2445,Tennessee,Cumberland,58178
2446,Tennessee,Davidson,678322
2447,Tennessee,Decatur,11681
2448,Tennessee,DeKalb,19380
2449,Tennessee,Dickson,51341
2450,Tennessee,Dyer,37751
2451,Tennessee,Fayette,39336
2452,Tennessee,Fentress,17940
2453,Tennessee,Franklin,41397
2454,Tennessee,Gibson,49222
2455,Tennessee,Giles,29024
2456,Tennessee,Grainger,22942
2457,Tennessee,Greene,68520
2458,Tennessee,Grundy,13359
2459,Tennessee,Hamblen,63465
2460,Tennessee,Hamilton,354589
2461,Tennessee,Hancock,6605
2462,Tennessee,Hardeman,25784
2463,Tennessee,Hardin,25813
2464,Tennessee,Hawkins,56402
2465,Tennessee,Haywood,17944
2466,Tennessee,Henderson,27889
2467,Tennessee,Henry,32263
2468,Tennessee,Hickman,24502
2469,Tennessee,Houston,8188
2470,Tennessee,Humphreys,18281
2471,Tennessee,Jackson,11573
2472,Tennessee,Jefferson,52887
2473,Tennessee,Johnson,17846
2474,Tennessee,Knox,452286
2475,Tennessee,Lake,7588
2476,Tennessee,Lauderdale,26497
2477,Tennessee,Lawrence,42591
2478,Tennessee,Lewis,11944
2479,Tennessee,Lincoln,33543
2480,Tennessee,Loudon,51024
2481,Tennessee,McMinn,52569
2482,Tennessee,McNairy,25945
2483,Tennessee,Macon,23239
2484,Tennessee,Madison,97887
2485,Tennessee,Marion,28355
2486,Tennessee,Marshall,31753
2487,Tennessee,Maury,87606
2488,Tennessee,Meigs,11830
2489,Tennessee,Monroe,45698
2490,Tennessee,Montgomery,192120
2491,Tennessee,Moore,6302
2492,Tennessee,Morgan,21639
2493,Tennessee,Obion,30659
2494,Tennessee,Overton,21995
2495,Tennessee,Perry,7882
2496,Tennessee,Pickett,5071
2497,Tennessee,Polk,16722
2498,Tennessee,Putnam,75565
2499,Tennessee,Rhea,32478
2500,Tennessee,Roane,52926
2501,Tennessee,Robertson,68575
2502,Tennessee,Rutherford,298456
2503,Tennessee,Scott,21949
2504,Tennessee,Sequatchie,14654
2505,Tennessee,Sevier,95523
2506,Tennessee,Shelby,937847
2507,Tennessee,Smith,19279
2508,Tennessee,Stewart,13248
2509,Tennessee,Sullivan,156519
2510,Tennessee,Sumner,175730
2511,Tennessee,Tipton,61434
2512,Tennessee,Trousdale,8773
2513,Tennessee,Unicoi,17830
2514,Tennessee,Union,19176
2515,Tennessee,Van Buren,5675
2516,Tennessee,Warren,40210
2517,Tennessee,Washington,126437
2518,Tennessee,Wayne,16713
2519,Tennessee,Weakley,33776
2520,Tennessee,White,26394
2521,Tennessee,Williamson,212161
2522,Tennessee,Wilson,128874
2523,Texas,Anderson,57747
2524,Texas,Andrews,17577
2525,Texas,Angelina,87700
2526,Texas,Aransas,24832
2527,Texas,Archer,8793
2528,Texas,Armstrong,1929
2529,Texas,Atascosa,48139
2530,Texas,Austin,29292
2531,Texas,Bailey,7098
2532,Texas,Bandera,21316
2533,Texas,Bastrop,80306
2534,Texas,Baylor,3602
2535,Texas,Bee,32729
2536,Texas,Bell,336506
2537,Texas,Bexar,1892004
2538,Texas,Blanco,11089
2539,Texas,Borden,602
2540,Texas,Bosque,17955
2541,Texas,Bowie,93635
2542,Texas,Brazoria,345995
2543,Texas,Brazos,214231
2544,Texas,Brewster,9220
2545,Texas,Briscoe,1591
2546,Texas,Brooks,7251
2547,Texas,Brown,37787
2548,Texas,Burleson,17596
2549,Texas,Burnet,45017
2550,Texas,Caldwell,40544
2551,Texas,Calhoun,21821
2552,Texas,Callahan,13660
2553,Texas,Cameron,420201
2554,Texas,Camp,12670
2555,Texas,Carson,6033
2556,Texas,Cass,30118
2557,Texas,Castro,7891
2558,Texas,Chambers,39283
2559,Texas,Cherokee,51594
2560,Texas,Childress,7064
2561,Texas,Clay,10369
2562,Texas,Cochran,2932
2563,Texas,Coke,3238
2564,Texas,Coleman,8422
2565,Texas,Collin,914075
2566,Texas,Collingsworth,3026
2567,Texas,Colorado,20913
2568,Texas,Comal,129100
2569,Texas,Comanche,13492
2570,Texas,Concho,3858
2571,Texas,Cooke,39064
2572,Texas,Coryell,75818
2573,Texas,Cottle,1498
2574,Texas,Crane,4836
2575,Texas,Crockett,3836
2576,Texas,Crosby,5895
2577,Texas,Culberson,2257
2578,Texas,Dallam,7207
2579,Texas,Dallas,2552213
2580,Texas,Dawson,13095
2581,Texas,Deaf Smith,18947
2582,Texas,Delta,5172
2583,Texas,Denton,781321
2584,Texas,DeWitt,20474
2585,Texas,Dickens,2224
2586,Texas,Dimmit,10822
2587,Texas,Donley,3433
2588,Texas,Duval,11434
2589,Texas,Eastland,18278
2590,Texas,Ector,155744
2591,Texas,Edwards,2111
2592,Texas,Ellis,164092
2593,Texas,El Paso,834825
2594,Texas,Erath,41016
2595,Texas,Falls,17289
2596,Texas,Fannin,33787
2597,Texas,Fayette,24963
2598,Texas,Fisher,3875
2599,Texas,Floyd,5953
2600,Texas,Foard,1414
2601,Texas,Fort Bend,711421
2602,Texas,Franklin,10639
2603,Texas,Freestone,19646
2604,Texas,Frio,19110
2605,Texas,Gaines,19889
2606,Texas,Galveston,321184
2607,Texas,Garza,6739
2608,Texas,Gillespie,25939
2609,Texas,Glasscock,1420
2610,Texas,Goliad,7510
2611,Texas,Gonzales,20558
2612,Texas,Gray,22962
2613,Texas,Grayson,126146
2614,Texas,Gregg,123402
2615,Texas,Grimes,27358
2616,Texas,Guadalupe,150889
2617,Texas,Hale,34527
2618,Texas,Hall,3102
2619,Texas,Hamilton,8220
2620,Texas,Hansford,5532
2621,Texas,Hardeman,3990
2622,Texas,Hardin,55993
2623,Texas,Harris,4525519
2624,Texas,Harrison,66606
2625,Texas,Hartley,5821
2626,Texas,Haskell,5806
2627,Texas,Hays,194843
2628,Texas,Hemphill,4152
2629,Texas,Henderson,79687
2630,Texas,Hidalgo,839539
2631,Texas,Hill,35098
2632,Texas,Hockley,23273
2633,Texas,Hood,55418
2634,Texas,Hopkins,35929
2635,Texas,Houston,22849
2636,Texas,Howard,36491
2637,Texas,Hudspeth,3702
2638,Texas,Hunt,90322
2639,Texas,Hutchinson,21704
2640,Texas,Irion,1592
2641,Texas,Jack,8839
2642,Texas,Jackson,14756
2643,Texas,Jasper,35444
2644,Texas,Jeff Davis,2236
2645,Texas,Jefferson,254574
2646,Texas,Jim Hogg,5262
2647,Texas,Jim Wells,41318
2648,Texas,Johnson,160173
2649,Texas,Jones,19969
2650,Texas,Karnes,15051
2651,Texas,Kaufman,114852
2652,Texas,Kendall,40306
2653,Texas,Kenedy,564
2654,Texas,Kent,680
2655,Texas,Kerr,50761
2656,Texas,Kimble,4432
2657,Texas,King,289
2658,Texas,Kinney,3631
2659,Texas,Kleberg,31540
2660,Texas,Knox,3753
2661,Texas,Lamar,49401
2662,Texas,Lamb,13368
2663,Texas,Lampasas,20473
2664,Texas,La Salle,7418
2665,Texas,Lavaca,19859
2666,Texas,Lee,16850
2667,Texas,Leon,16966
2668,Texas,Liberty,79884
2669,Texas,Limestone,23480
2670,Texas,Lipscomb,3495
2671,Texas,Live Oak,12043
2672,Texas,Llano,20195
2673,Texas,Loving,74
2674,Texas,Lubbock,298042
2675,Texas,Lynn,5785
2676,Texas,McCulloch,8145
2677,Texas,McLennan,245720
2678,Texas,McMullen,600
2679,Texas,Madison,13979
2680,Texas,Marion,10140
2681,Texas,Martin,5547
2682,Texas,Mason,4122
2683,Texas,Matagorda,36744
2684,Texas,Maverick,57471
2685,Texas,Medina,48548
2686,Texas,Menard,2123
2687,Texas,Midland,159883
2688,Texas,Milam,24479
2689,Texas,Mills,4887
2690,Texas,Mitchell,8774
2691,Texas,Montague,19406
2692,Texas,Montgomery,535187
2693,Texas,Moore,22016
2694,Texas,Morris,12530
2695,Texas,Motley,1114
2696,Texas,Nacogdoches,65411
2697,Texas,Navarro,48239
2698,Texas,Newton,14187
2699,Texas,Nolan,14990
2700,Texas,Nueces,358484
2701,Texas,Ochiltree,10484
2702,Texas,Oldham,2083
2703,Texas,Orange,83909
2704,Texas,Palo Pinto,28109
2705,Texas,Panola,23574
2706,Texas,Parker,125963
2707,Texas,Parmer,9871
2708,Texas,Pecos,15804
2709,Texas,Polk,46974
2710,Texas,Potter,121230
2711,Texas,Presidio,7191
2712,Texas,Rains,11246
2713,Texas,Randall,130552
2714,Texas,Reagan,3735
2715,Texas,Real,3358
2716,Texas,Red River,12353
2717,Texas,Reeves,14791
2718,Texas,Refugio,7293
2719,Texas,Roberts,889
2720,Texas,Robertson,16727
2721,Texas,Rockwall,90414
2722,Texas,Runnels,10266
2723,Texas,Rusk,53026
2724,Texas,Sabine,10429
2725,Texas,San Augustine,8403
2726,Texas,San Jacinto,27436
2727,Texas,San Patricio,66867
2728,Texas,San Saba,5851
2729,Texas,Schleicher,3122
2730,Texas,Scurry,17346
2731,Texas,Shackelford,3348
2732,Texas,Shelby,25689
2733,Texas,Sherman,3067
2734,Texas,Smith,222277
2735,Texas,Somervell,8650
2736,Texas,Starr,63420
2737,Texas,Stephens,9365
2738,Texas,Sterling,1139
2739,Texas,Stonewall,1084
2740,Texas,Sutton,3894
2741,Texas,Swisher,7541
2742,Texas,Tarrant,1983675
2743,Texas,Taylor,135371
2744,Texas,Terrell,721
2745,Texas,Terry,12755
2746,Texas,Throckmorton,1541
2747,Texas,Titus,32664
2748,Texas,Tom Green,116906
2749,Texas,Travis,1176584
2750,Texas,Trinity,14481
2751,Texas,Tyler,21456
2752,Texas,Upshur,40506
2753,Texas,Upton,3575
2754,Texas,Uvalde,27015
2755,Texas,Val Verde,48976
2756,Texas,Van Zandt,53607
2757,Texas,Victoria,91518
2758,Texas,Walker,70818
2759,Texas,Waller,48443
2760,Texas,Ward,11498
2761,Texas,Washington,34667
2762,Texas,Webb,269624
2763,Texas,Wharton,41430
2764,Texas,Wheeler,5599
2765,Texas,Wichita,131778
2766,Texas,Wilbarger,12972
2767,Texas,Willacy,21839
2768,Texas,Williamson,508313
2769,Texas,Wilson,47205
2770,Texas,Winkler,7777
2771,Texas,Wise,63247
2772,Texas,Wood,43315
2773,Texas,Yoakum,8481
2774,Texas,Young,18166
2775,Texas,Zapata,14415
2776,Texas,Zavala,12152
2777,Utah,Beaver,6414
2778,Utah,Box Elder,52182
2779,Utah,Cache,120288
2780,Utah,Carbon,20512
2781,Utah,Daggett,702
2782,Utah,Davis,334977
2783,Utah,Duchesne,20259
2784,Utah,Emery,10410
2785,Utah,Garfield,5020
2786,Utah,Grand,9544
2787,Utah,Iron,48504
2788,Utah,Juab,10694
2789,Utah,Kane,7246
2790,Utah,Millard,12651
2791,Utah,Morgan,11014
2792,Utah,Piute,1860
2793,Utah,Rich,2307
2794,Utah,Salt Lake,1106700
2795,Utah,San Juan,15193
2796,Utah,Sanpete,28892
2797,Utah,Sevier,20961
2798,Utah,Summit,39731
2799,Utah,Tooele,63357
2800,Utah,Uintah,36343
2801,Utah,Utah,576496
2802,Utah,Wasatch,29306
2803,Utah,Washington,155577
2804,Utah,Wayne,2700
2805,Utah,Weber,244101
2806,Vermont,Addison,36825
2807,Vermont,Bennington,36054
2808,Vermont,Caledonia,30576
2809,Vermont,Chittenden,160985
2810,Vermont,Essex,6203
2811,Vermont,Franklin,48816
2812,Vermont,Grand Isle,6950
2813,Vermont,Lamoille,25191
2814,Vermont,Orange,28901
2815,Vermont,Orleans,26951
2816,Vermont,Rutland,59676
2817,Vermont,Washington,58691
2818,Vermont,Windham,43332
2819,Vermont,Windsor,55485
2820,Virginia,Accomack,32840
2821,Virginia,Albemarle,105105
2822,Virginia,Alleghany,15489
2823,Virginia,Amelia,12802
2824,Virginia,Amherst,31819
2825,Virginia,Appomattox,15462
2826,Virginia,Arlington,229534
2827,Virginia,Augusta,74390
2828,Virginia,Bath,4458
2829,Virginia,Bedford,77319
2830,Virginia,Bland,6524
2831,Virginia,Botetourt,33149
2832,Virginia,Brunswick,16435
2833,Virginia,Buchanan,22611
2834,Virginia,Buckingham,17048
2835,Virginia,Campbell,55158
2836,Virginia,Caroline,29889
2837,Virginia,Carroll,29767
2838,Virginia,Charles City,7022
2839,Virginia,Charlotte,12176
2840,Virginia,Chesterfield,335594
2841,Virginia,Clarke,14331
2842,Virginia,Craig,5131
2843,Virginia,Culpeper,49795
2844,Virginia,Cumberland,9797
2845,Virginia,Dickenson,15181
2846,Virginia,Dinwiddie,28033
2847,Virginia,Essex,11083
2848,Virginia,Fairfax,1142004
2849,Virginia,Fauquier,68406
2850,Virginia,Floyd,15594
2851,Virginia,Fluvanna,26109
2852,Virginia,Franklin,56277
2853,Virginia,Frederick,83784
2854,Virginia,Giles,16867
2855,Virginia,Gloucester,37035
2856,Virginia,Goochland,22148
2857,Virginia,Grayson,15708
2858,Virginia,Greene,19213
2859,Virginia,Greensville,11606
2860,Virginia,Halifax,35030
2861,Virginia,Hanover,103218
2862,Virginia,Henrico,324073
2863,Virginia,Henry,51956
2864,Virginia,Highland,2213
2865,Virginia,Isle of Wight,36090
2866,Virginia,James City,73028
2867,Virginia,King and Queen,7052
2868,Virginia,King George,25564
2869,Virginia,King William,16329
2870,Virginia,Lancaster,10848
2871,Virginia,Lee,24428
2872,Virginia,Loudoun,374558
2873,Virginia,Louisa,34813
2874,Virginia,Lunenburg,12369
2875,Virginia,Madison,13108
2876,Virginia,Mathews,8830
2877,Virginia,Mecklenburg,30959
2878,Virginia,Middlesex,10710
2879,Virginia,Montgomery,97692
2880,Virginia,Nelson,14863
2881,Virginia,New Kent,20523
2882,Virginia,Northampton,11998
2883,Virginia,Northumberland,12254
2884,Virginia,Nottoway,15537
2885,Virginia,Orange,35265
2886,Virginia,Page,23694
2887,Virginia,Patrick,17958
2888,Virginia,Pittsylvania,61970
2889,Virginia,Powhatan,28364
2890,Virginia,Prince Edward,22903
2891,Virginia,Prince George,37704
2892,Virginia,Prince William,450763
2893,Virginia,Pulaski,34330
2894,Virginia,Rappahannock,7359
2895,Virginia,Richmond,8873
2896,Virginia,Roanoke,93419
2897,Virginia,Rockbridge,22440
2898,Virginia,Rockingham,78653
2899,Virginia,Russell,27725
2900,Virginia,Scott,22290
2901,Virginia,Shenandoah,42854
2902,Virginia,Smyth,31298
2903,Virginia,Southampton,18089
2904,Virginia,Spotsylvania,130159
2905,Virginia,Stafford,141159
2906,Virginia,Surry,6670
2907,Virginia,Sussex,11595
2908,Virginia,Tazewell,42689
2909,Virginia,Warren,38991
2910,Virginia,Washington,54457
2911,Virginia,Westmoreland,17596
2912,Virginia,Wise,39539
2913,Virginia,Wythe,29048
2914,Virginia,York,67196
2915,Virginia,Alexandr,154710
2916,Virginia,Brist,17077
2917,Virginia,Buena Vis,6495
2918,Virginia,Charlottesvil,46487
2919,Virginia,Chesapea,235410
2920,Virginia,Colonial Heigh,17582
2921,Virginia,Covingt,5675
2922,Virginia,Danvil,41911
2923,Virginia,Empor,5495
2924,Virginia,Fairf,23580
2925,Virginia,Falls Chur,13843
2926,Virginia,Frankl,8334
2927,Virginia,Fredericksbu,28135
2928,Virginia,Gal,6788
2929,Virginia,Hampt,136255
2930,Virginia,Harrisonbu,53064
2931,Virginia,Hopewe,22353
2932,Virginia,Lexingt,7113
2933,Virginia,Lynchbu,79237
2934,Virginia,Manass,41379
2935,Virginia,Manassas Pa,16117
2936,Virginia,Martinsvil,13256
2937,Virginia,Newport Ne,180775
2938,Virginia,Norfo,245752
2939,Virginia,Nort,4043
2940,Virginia,Petersbu,32037
2941,Virginia,Poquos,12022
2942,Virginia,Portsmou,95536
2943,Virginia,Radfo,17380
2944,Virginia,Richmo,220892
2945,Virginia,Roano,99572
2946,Virginia,Sal,25521
2947,Virginia,Staunt,24273
2948,Virginia,Suffo,88057
2949,Virginia,Virginia Bea,450057
2950,Virginia,Waynesbo,21620
2951,Virginia,Williamsbu,14817
2952,Virginia,Winchest,27516
2953,Washington,Adams,19261
2954,Washington,Asotin,22259
2955,Washington,Benton,190529
2956,Washington,Chelan,75138
2957,Washington,Clallam,73439
2958,Washington,Clark,457474
2959,Washington,Columbia,3999
2960,Washington,Cowlitz,103590
2961,Washington,Douglas,40585
2962,Washington,Ferry,7568
2963,Washington,Franklin,89124
2964,Washington,Garfield,2226
2965,Washington,Grant,93420
2966,Washington,Grays Harbor,71454
2967,Washington,Island,80323
2968,Washington,Jefferson,30524
2969,Washington,King,2118119
2970,Washington,Kitsap,258903
2971,Washington,Kittitas,43726
2972,Washington,Klickitat,21172
2973,Washington,Lewis,76012
2974,Washington,Lincoln,10344
2975,Washington,Mason,61569
2976,Washington,Okanogan,41377
2977,Washington,Pacific,20940
2978,Washington,Pend Oreille,13066
2979,Washington,Pierce,845193
2980,Washington,San Juan,16221
2981,Washington,Skagit,121725
2982,Washington,Skamania,11498
2983,Washington,Snohomish,771904
2984,Washington,Spokane,490764
2985,Washington,Stevens,43858
2986,Washington,Thurston,269885
2987,Washington,Wahkiakum,4105
2988,Washington,Walla Walla,59862
2989,Washington,Whatcom,212738
2990,Washington,Whitman,47794
2991,Washington,Yakima,248279
2992,West Virginia,Barbour,16790
2993,West Virginia,Berkeley,111610
2994,West Virginia,Boone,23236
2995,West Virginia,Braxton,14345
2996,West Virginia,Brooke,23067
2997,West Virginia,Cabell,96100
2998,West Virginia,Calhoun,7450
2999,West Virginia,Clay,8901
3000,West Virginia,Doddridge,8570
3001,West Virginia,Fayette,44602
3002,West Virginia,Gilmer,8305
3003,West Virginia,Grant,11673
3004,West Virginia,Greenbrier,35523
3005,West Virginia,Hampshire,23412
3006,West Virginia,Hancock,29921
3007,West Virginia,Hardy,13812
3008,West Virginia,Harrison,68438
3009,West Virginia,Jackson,29123
3010,West Virginia,Jefferson,55673
3011,West Virginia,Kanawha,187827
3012,West Virginia,Lewis,16371
3013,West Virginia,Lincoln,21241
3014,West Virginia,Logan,34428
3015,West Virginia,McDowell,19707
3016,West Virginia,Marion,56575
3017,West Virginia,Marshall,32006
3018,West Virginia,Mason,27000
3019,West Virginia,Mercer,60963
3020,West Virginia,Mineral,27421
3021,West Virginia,Mingo,25150
3022,West Virginia,Monongalia,103715
3023,West Virginia,Monroe,13517
3024,West Virginia,Morgan,17510
3025,West Virginia,Nicholas,25496
3026,West Virginia,Ohio,42906
3027,West Virginia,Pendleton,7138
3028,West Virginia,Pleasants,7527
3029,West Virginia,Pocahontas,8574
3030,West Virginia,Preston,33760
3031,West Virginia,Putnam,56644
3032,West Virginia,Raleigh,77097
3033,West Virginia,Randolph,29152
3034,West Virginia,Ritchie,10005
3035,West Virginia,Roane,14348
3036,West Virginia,Summers,13210
3037,West Virginia,Taylor,16977
3038,West Virginia,Tucker,7035
3039,West Virginia,Tyler,8949
3040,West Virginia,Upshur,24604
3041,West Virginia,Wayne,41063
3042,West Virginia,Webster,8637
3043,West Virginia,Wetzel,15793
3044,West Virginia,Wirt,5800
3045,West Virginia,Wood,86016
3046,West Virginia,Wyoming,22130
3047,Wisconsin,Adams,20111
3048,Wisconsin,Ashland,15779
3049,Wisconsin,Barron,45358
3050,Wisconsin,Bayfield,15004
3051,Wisconsin,Brown,258004
3052,Wisconsin,Buffalo,13243
3053,Wisconsin,Burnett,15239
3054,Wisconsin,Calumet,49737
3055,Wisconsin,Chippewa,63445
3056,Wisconsin,Clark,34513
3057,Wisconsin,Columbia,56790
3058,Wisconsin,Crawford,16313
3059,Wisconsin,Dane,522837
3060,Wisconsin,Dodge,87833
3061,Wisconsin,Door,27443
3062,Wisconsin,Douglas,43503
3063,Wisconsin,Dunn,44260
3064,Wisconsin,Eau Claire,102388
3065,Wisconsin,Florence,4354
3066,Wisconsin,Fond du Lac,102082
3067,Wisconsin,Forest,9035
3068,Wisconsin,Grant,51742
3069,Wisconsin,Green,36869
3070,Wisconsin,Green Lake,18745
3071,Wisconsin,Iowa,23576
3072,Wisconsin,Iron,5748
3073,Wisconsin,Jackson,20531
3074,Wisconsin,Jefferson,84586
3075,Wisconsin,Juneau,26427
3076,Wisconsin,Kenosha,167886
3077,Wisconsin,Kewaunee,20378
3078,Wisconsin,La Crosse,117582
3079,Wisconsin,Lafayette,16755
3080,Wisconsin,Langlade,19190
3081,Wisconsin,Lincoln,27994
3082,Wisconsin,Manitowoc,79680
3083,Wisconsin,Marathon,135293
3084,Wisconsin,Marinette,40712
3085,Wisconsin,Marquette,15164
3086,Wisconsin,Menominee,4506
3087,Wisconsin,Milwaukee,956586
3088,Wisconsin,Monroe,45303
3089,Wisconsin,Oconto,37465
3090,Wisconsin,Oneida,35352
3091,Wisconsin,Outagamie,183288
3092,Wisconsin,Ozaukee,87817
3093,Wisconsin,Pepin,7282
3094,Wisconsin,Pierce,41226
3095,Wisconsin,Polk,43328
3096,Wisconsin,Portage,70371
3097,Wisconsin,Price,13566
3098,Wisconsin,Racine,195101
3099,Wisconsin,Richland,17626
3100,Wisconsin,Rock,161226
3101,Wisconsin,Rusk,14211
3102,Wisconsin,St. Croix,87142
3103,Wisconsin,Sauk,63340
3104,Wisconsin,Sawyer,16384
3105,Wisconsin,Shawano,41136
3106,Wisconsin,Sheboygan,115094
3107,Wisconsin,Taylor,20344
3108,Wisconsin,Trempealeau,29510
3109,Wisconsin,Vernon,30378
3110,Wisconsin,Vilas,21465
3111,Wisconsin,Walworth,102917
3112,Wisconsin,Washburn,15638
3113,Wisconsin,Washington,133967
3114,Wisconsin,Waukesha,396731
3115,Wisconsin,Waupaca,51651
3116,Wisconsin,Waushara,24170
3117,Wisconsin,Winnebago,169540
3118,Wisconsin,Wood,73427
3119,Wyoming,Albany,37944
3120,Wyoming,Big Horn,11920
3121,Wyoming,Campbell,48116
3122,Wyoming,Carbon,15689
3123,Wyoming,Converse,14166
3124,Wyoming,Crook,7347
3125,Wyoming,Fremont,40354
3126,Wyoming,Goshen,13479
3127,Wyoming,Hot Springs,4741
3128,Wyoming,Johnson,8562
3129,Wyoming,Laramie,97031
3130,Wyoming,Lincoln,18791
3131,Wyoming,Natrona,81023
3132,Wyoming,Niobrara,2479
3133,Wyoming,Park,29276
3134,Wyoming,Platte,8703
3135,Wyoming,Sheridan,29964
3136,Wyoming,Sublette,10037
3137,Wyoming,Sweetwater,44527
3138,Wyoming,Teton,22923
3139,Wyoming,Uinta,20758
3140,Wyoming,Washakie,8253
3141,Wyoming,Weston,7117
